genome	og	contig	start	end	strand	identity	coverage
GCA_984579085.1	149072at5125	OZ477396.1	2174930	2175815	+	1.0	1.000
GCA_984579085.1	149080at5125	OZ477391.1	1328249	1330227	-	0.9908	1.000
GCA_984579085.1	149082at5125	OZ477391.1	1134493	1136731	+	0.9939	1.000
GCA_984579085.1	149083at5125	OZ477395.1	2148425	2150031	+	0.9979	1.000
GCA_984579085.1	14908at5125	OZ477392.1	1333761	1335856	-	0.9962	1.000
GCA_984579085.1	149099at5125	OZ477391.1	2053940	2059248	+	0.9947	1.000
GCA_984579085.1	149103at5125	OZ477393.1	3933619	3938055	-	0.994	1.000
GCA_984579085.1	149105at5125	OZ477398.1	862413	864419	-	1.0	1.000
GCA_984579085.1	149114at5125	OZ477395.1	1554205	1555611	-	0.9936	1.000
GCA_984579085.1	149125at5125	OZ477391.1	2664844	2665903	-	0.9967	1.000
GCA_984579085.1	149138at5125	OZ477392.1	1390361	1391846	+	0.9862	1.000
GCA_984579085.1	149142at5125	OZ477397.1	2315849	2317261	+	0.9979	1.000
GCA_984579085.1	149160at5125	OZ477391.1	592331	593137	+	1.0	1.000
GCA_984579085.1	149165at5125	OZ477398.1	1118631	1123328	-	0.9972	1.000
GCA_984579085.1	149179at5125	OZ477393.1	3077032	3079011	-	0.984	1.000
GCA_984579085.1	149188at5125	OZ477393.1	1338616	1342091	+	0.9947	1.000
GCA_984579085.1	149192at5125	OZ477395.1	1826767	1830425	-	0.9904	1.000
GCA_984579085.1	149211at5125	OZ477392.1	3603023	3605460	-	1.0	1.000
GCA_984579085.1	149223at5125	OZ477395.1	3002732	3005769	+	0.9912	1.000
GCA_984579085.1	149224at5125	OZ477392.1	2874938	2877741	+	0.9956	1.000
GCA_984579085.1	149236at5125	OZ477393.1	1986782	1987797	-	1.0	1.000
GCA_984579085.1	149240at5125	OZ477397.1	1831183	1834177	+	0.9946	1.000
GCA_984579085.1	149243at5125	OZ477394.1	2654931	2657018	-	0.9971	1.000
GCA_984579085.1	149244at5125	OZ477394.1	4233243	4233961	-	0.9955	1.000
GCA_984579085.1	149296at5125	OZ477394.1	1342504	1343948	-	0.9978	1.000
GCA_984579085.1	149312at5125	OZ477394.1	1587269	1588494	+	0.9971	1.000
GCA_984579085.1	149338at5125	OZ477396.1	3204468	3206208	-	1.0	1.000
GCA_984579085.1	149343at5125	OZ477391.1	2423256	2426383	-	0.997	1.000
GCA_984579085.1	149354at5125	OZ477396.1	2576972	2579644	-	0.993	1.000
GCA_984579085.1	149362at5125	OZ477396.1	2605158	2607104	-	0.9968	1.000
GCA_984579085.1	149376at5125	OZ477397.1	1838603	1840586	+	0.9889	1.000
GCA_984579085.1	149403at5125	OZ477391.1	4782473	4783870	-	1.0	1.000
GCA_984579085.1	149410at5125	OZ477392.1	2582981	2583983	+	0.9904	0.969
GCA_984579085.1	149444at5125	OZ477397.1	1920608	1923286	-	0.9951	1.000
GCA_984579085.1	149469at5125	OZ477394.1	1019234	1028520	-	0.9964	1.000
GCA_984579085.1	149473at5125	OZ477395.1	3288584	3291344	-	0.9989	1.000
GCA_984579085.1	149477at5125	OZ477391.1	5117853	5123345	+	0.9977	1.000
GCA_984579085.1	149481at5125	OZ477392.1	3633675	3634938	+	0.9975	1.000
GCA_984579085.1	149483at5125	OZ477391.1	4025266	4027171	-	0.9943	1.000
GCA_984579085.1	149512at5125	OZ477394.1	1393781	1397929	+	0.9877	1.000
GCA_984579085.1	149655at5125	OZ477391.1	4149347	4151046	+	0.9854	1.000
GCA_984579085.1	149664at5125	OZ477394.1	2591470	2592944	-	0.9916	1.000
GCA_984579085.1	149674at5125	OZ477393.1	1215405	1224146	-	0.99	1.000
GCA_984579085.1	149675at5125	OZ477392.1	2841898	2844793	-	1.0	1.000
GCA_984579085.1	149680at5125	OZ477393.1	2219204	2220465	+	0.9948	1.000
GCA_984579085.1	149736at5125	OZ477391.1	1903679	1906327	-	0.9976	1.000
GCA_984579085.1	149746at5125	OZ477394.1	3858338	3862508	+	0.9939	1.000
GCA_984579085.1	149785at5125	OZ477394.1	2752370	2753259	+	1.0	1.000
GCA_984579085.1	14979at5125	OZ477394.1	1931422	1932228	-	0.9899	1.000
GCA_984579085.1	149809at5125	OZ477397.1	2648624	2660220	+	0.9931	1.000
GCA_984579085.1	149841at5125	OZ477393.1	3465676	3476160	+	0.9928	1.000
GCA_984579085.1	149845at5125	OZ477393.1	2732667	2733416	-	1.0	1.000
GCA_984579085.1	149853at5125	OZ477395.1	2203240	2204498	+	0.9925	1.000
GCA_984579085.1	149858at5125	OZ477393.1	3250539	3253908	+	0.9961	1.000
GCA_984579085.1	149862at5125	OZ477398.1	1967947	1971761	+	0.9942	1.000
GCA_984579085.1	149869at5125	OZ477396.1	1906996	1907748	+	0.9957	1.000
GCA_984579085.1	149885at5125	OZ477392.1	3322170	3323043	+	1.0	1.000
GCA_984579085.1	149888at5125	OZ477391.1	4919220	4920164	-	1.0	1.000
GCA_984579085.1	149901at5125	OZ477396.1	2444019	2447022	+	0.999	1.000
GCA_984579085.1	149932at5125	OZ477391.1	933868	934792	-	0.9965	1.000
GCA_984579085.1	149946at5125	OZ477392.1	3065088	3066167	+	0.9961	1.000
GCA_984579085.1	149950at5125	OZ477391.1	4435353	4441154	-	0.999	1.000
GCA_984579085.1	149958at5125	OZ477397.1	1863727	1866129	+	0.9938	1.000
GCA_984579085.1	149976at5125	OZ477393.1	2181760	2183789	+	0.9945	1.000
GCA_984579085.1	149988at5125	OZ477392.1	3789251	3791967	+	0.9944	1.000
GCA_984579085.1	149991at5125	OZ477396.1	1952650	1955021	-	0.9961	1.000
GCA_984579085.1	149996at5125	OZ477391.1	2744635	2746239	+	0.996	1.000
GCA_984579085.1	150004at5125	OZ477395.1	2853564	2855608	-	0.9984	1.000
GCA_984579085.1	150019at5125	OZ477393.1	3061351	3065933	+	0.9817	1.000
GCA_984579085.1	150028at5125	OZ477395.1	2280434	2281627	+	0.9899	1.000
GCA_984579085.1	150032at5125	OZ477394.1	3020197	3022677	-	0.995	1.000
GCA_984579085.1	150037at5125	OZ477392.1	4005039	4007648	+	0.9951	1.000
GCA_984579085.1	150038at5125	OZ477395.1	2293933	2294527	-	0.9945	1.000
GCA_984579085.1	150047at5125	OZ477395.1	3323037	3325584	-	0.9891	1.000
GCA_984579085.1	150050at5125	OZ477393.1	3769058	3770846	+	1.0	1.000
GCA_984579085.1	150051at5125	OZ477391.1	1639794	1641244	-	0.9791	1.000
GCA_984579085.1	150080at5125	OZ477395.1	3394881	3395985	+	0.9914	1.000
GCA_984579085.1	150085at5125	OZ477391.1	3819004	3821710	-	0.9966	1.000
GCA_984579085.1	150091at5125	OZ477396.1	2200540	2201794	+	0.9975	1.000
GCA_984579085.1	150103at5125	OZ477392.1	4445352	4448676	-	0.9972	1.000
GCA_984579085.1	150104at5125	OZ477394.1	2321691	2323164	+	1.0	1.000
GCA_984579085.1	150120at5125	OZ477391.1	2088363	2089326	+	0.993	1.000
GCA_984579085.1	150127at5125	OZ477394.1	1981821	1983400	-	0.9902	1.000
GCA_984579085.1	150159at5125	OZ477394.1	968524	969036	+	0.9848	1.000
GCA_984579085.1	150166at5125	OZ477391.1	5652433	5663515	+	0.9928	1.000
GCA_984579085.1	150171at5125	OZ477398.1	674191	678513	-	0.9967	1.000
GCA_984579085.1	150187at5125	OZ477391.1	1928746	1929571	+	1.0	1.000
GCA_984579085.1	150192at5125	OZ477396.1	3358725	3361189	-	0.9614	1.000
GCA_984579085.1	150195at5125	OZ477394.1	3626578	3627842	+	0.9947	1.000
GCA_984579085.1	150197at5125	OZ477396.1	3088266	3090979	+	0.9993	1.000
GCA_984579085.1	150210at5125	OZ477394.1	3153364	3155028	-	0.9907	1.000
GCA_984579085.1	150217at5125	OZ477391.1	5112348	5113573	+	1.0	1.000
GCA_984579085.1	150220at5125	OZ477397.1	1813559	1822654	+	0.9956	1.000
GCA_984579085.1	150227at5125	OZ477393.1	586904	590028	-	0.996	1.000
GCA_984579085.1	150228at5125	OZ477397.1	2200239	2201389	+	0.9971	1.000
GCA_984579085.1	150236at5125	OZ477396.1	772631	773894	-	1.0	1.000
GCA_984579085.1	150240at5125	OZ477393.1	1565491	1566296	-	0.9917	1.000
GCA_984579085.1	150271at5125	OZ477391.1	4804971	4807385	+	0.9913	1.000
GCA_984579085.1	150279at5125	OZ477394.1	3533196	3538074	-	0.9974	1.000
GCA_984579085.1	150308at5125	OZ477397.1	1130383	1137739	+	0.9959	1.000
GCA_984579085.1	150311at5125	OZ477397.1	1581534	1583873	-	0.9936	1.000
GCA_984579085.1	150335at5125	OZ477396.1	2465707	2468286	-	1.0	1.000
GCA_984579085.1	150346at5125	OZ477391.1	2474524	2477594	-	0.9929	1.000
GCA_984579085.1	150363at5125	OZ477394.1	1310543	1312978	-	0.9987	1.000
GCA_984579085.1	150373at5125	OZ477393.1	2557404	2558509	-	0.9913	1.000
GCA_984579085.1	150382at5125	OZ477395.1	4052470	4056674	+	0.9961	1.000
GCA_984579085.1	150395at5125	OZ477395.1	2743326	2744378	+	0.994	1.000
GCA_984579085.1	150399at5125	OZ477396.1	898602	899248	+	1.0	1.000
GCA_984579085.1	150406at5125	OZ477395.1	2943652	2946118	-	0.9949	1.000
GCA_984579085.1	150438at5125	OZ477398.1	965234	966918	-	0.9943	1.000
GCA_984579085.1	150456at5125	OZ477393.1	1411844	1415422	+	0.9957	1.000
GCA_984579085.1	150457at5125	OZ477391.1	5635462	5642206	-	0.9926	1.000
GCA_984579085.1	150461at5125	OZ477394.1	2762228	2766005	+	0.9938	1.000
GCA_984579085.1	150465at5125	OZ477398.1	1092073	1095002	-	0.9939	1.000
GCA_984579085.1	150481at5125	OZ477391.1	5086634	5087615	-	0.9953	1.000
GCA_984579085.1	150497at5125	OZ477391.1	1042898	1044003	+	0.9971	1.000
GCA_984579085.1	150509at5125	OZ477394.1	3150937	3152204	-	0.9764	1.000
GCA_984579085.1	150510at5125	OZ477394.1	586912	589943	+	0.998	1.000
GCA_984579085.1	150523at5125	OZ477396.1	2514557	2516703	+	0.9971	1.000
GCA_984579085.1	150576at5125	OZ477394.1	1584105	1584769	+	0.9895	1.000
GCA_984579085.1	150600at5125	OZ477393.1	3175064	3178887	+	0.9941	1.000
GCA_984579085.1	150607at5125	OZ477391.1	827365	829721	+	0.994	1.000
GCA_984579085.1	150670at5125	OZ477396.1	3196158	3198035	+	0.9967	1.000
GCA_984579085.1	150671at5125	OZ477391.1	4918064	4918687	-	1.0	1.000
GCA_984579085.1	150672at5125	OZ477395.1	4175452	4176973	-	0.9914	1.000
GCA_984579085.1	150680at5125	OZ477393.1	2811343	2811962	+	1.0	1.000
GCA_984579085.1	150689at5125	OZ477391.1	2037478	2052196	-	0.9915	1.000
GCA_984579085.1	150691at5125	OZ477392.1	4577272	4578834	-	0.9836	1.000
GCA_984579085.1	150694at5125	OZ477393.1	2044223	2049425	-	0.9968	1.000
GCA_984579085.1	150701at5125	OZ477395.1	3861615	3862936	-	0.9952	1.000
GCA_984579085.1	150703at5125	OZ477393.1	1342548	1342889	-	1.0	1.000
GCA_984579085.1	150721at5125	OZ477397.1	1918926	1920252	+	1.0	1.000
GCA_984579085.1	150726at5125	OZ477395.1	2281655	2287365	+	1.0	1.000
GCA_984579085.1	150733at5125	OZ477393.1	3041938	3042519	+	0.9896	1.000
GCA_984579085.1	150738at5125	OZ477397.1	1440873	1443481	-	0.9884	1.000
GCA_984579085.1	150751at5125	OZ477397.1	2182401	2186617	-	0.9928	1.000
GCA_984579085.1	150756at5125	OZ477391.1	4592675	4594215	-	0.9951	1.000
GCA_984579085.1	150768at5125	OZ477391.1	3082591	3083905	+	1.0	1.000
GCA_984579085.1	150783at5125	OZ477393.1	3068146	3071303	-	0.9971	1.000
GCA_984579085.1	150796at5125	OZ477395.1	1218768	1226612	-	0.9909	1.000
GCA_984579085.1	150806at5125	OZ477392.1	3366309	3371619	+	0.9994	1.000
GCA_984579085.1	150808at5125	OZ477397.1	1857507	1859867	+	0.9987	1.000
GCA_984579085.1	150815at5125	OZ477397.1	2586944	2589641	+	0.993	1.000
GCA_984579085.1	150827at5125	OZ477394.1	2606360	2609022	+	0.9965	1.000
GCA_984579085.1	150836at5125	OZ477392.1	4062768	4065855	-	0.9932	1.000
GCA_984579085.1	150843at5125	OZ477391.1	4585928	4587244	+	0.9954	1.000
GCA_984579085.1	150867at5125	OZ477391.1	5266488	5268637	+	0.9926	1.000
GCA_984579085.1	150883at5125	OZ477393.1	2855668	2856511	+	0.9959	1.000
GCA_984579085.1	150884at5125	OZ477393.1	3227699	3236781	+	0.9927	1.000
GCA_984579085.1	150938at5125	OZ477396.1	2686706	2687614	-	0.9859	1.000
GCA_984579085.1	150957at5125	OZ477398.1	985246	987176	-	0.9983	1.000
GCA_984579085.1	151009at5125	OZ477394.1	3508194	3513015	-	0.9956	1.000
GCA_984579085.1	151015at5125	OZ477393.1	2685497	2689827	+	0.9985	1.000
GCA_984579085.1	151020at5125	OZ477394.1	1824697	1825794	+	0.9845	1.000
GCA_984579085.1	151028at5125	OZ477393.1	2717563	2721482	+	0.9953	1.000
GCA_984579085.1	151056at5125	OZ477392.1	704993	707842	-	0.9989	1.000
GCA_984579085.1	151058at5125	OZ477394.1	2459551	2460910	+	0.9976	1.000
GCA_984579085.1	151069at5125	OZ477391.1	3933151	3934053	+	1.0	1.000
GCA_984579085.1	151086at5125	OZ477393.1	3382140	3383420	+	1.0	1.000
GCA_984579085.1	151093at5125	OZ477392.1	2312084	2315032	+	0.9938	1.000
GCA_984579085.1	151095at5125	OZ477397.1	826071	828444	-	1.0	1.000
GCA_984579085.1	151104at5125	OZ477393.1	1271433	1272679	-	0.9974	1.000
GCA_984579085.1	151105at5125	OZ477396.1	2267184	2270293	+	0.9947	1.000
GCA_984579085.1	151118at5125	OZ477393.1	1988188	1991723	+	0.9965	1.000
GCA_984579085.1	15111at5125	OZ477398.1	2224700	2225474	-	1.0	1.000
GCA_984579085.1	151120at5125	OZ477395.1	3741295	3742656	+	0.9934	1.000
GCA_984579085.1	151123at5125	OZ477391.1	5750191	5760005	-	0.9845	1.000
GCA_984579085.1	151131at5125	OZ477391.1	1537056	1539359	+	0.9959	1.000
GCA_984579085.1	151132at5125	OZ477395.1	4023239	4024329	-	1.0	1.000
GCA_984579085.1	151151at5125	OZ477395.1	2539165	2541045	+	0.9952	1.000
GCA_984579085.1	151158at5125	OZ477396.1	2202183	2203184	-	0.994	1.000
GCA_984579085.1	151166at5125	OZ477398.1	2369463	2371233	-	0.9983	1.000
GCA_984579085.1	151185at5125	OZ477397.1	2903765	2908351	+	0.9929	1.000
GCA_984579085.1	151213at5125	OZ477393.1	3337436	3337906	+	1.0	1.000
GCA_984579085.1	151218at5125	OZ477396.1	2167985	2171413	-	0.9947	1.000
GCA_984579085.1	151232at5125	OZ477392.1	3143314	3146845	+	0.9965	1.000
GCA_984579085.1	151237at5125	OZ477395.1	1377173	1381588	+	0.9898	1.000
GCA_984579085.1	151273at5125	OZ477395.1	2337187	2338342	-	0.9936	1.000
GCA_984579085.1	151285at5125	OZ477396.1	894482	907935	-	0.9945	1.000
GCA_984579085.1	151305at5125	OZ477392.1	3349760	3358907	+	0.9919	1.000
GCA_984579085.1	151310at5125	OZ477396.1	1530084	1530957	+	1.0	1.000
GCA_984579085.1	151321at5125	OZ477398.1	682738	684859	+	0.9938	1.000
GCA_984579085.1	151327at5125	OZ477396.1	2490458	2492070	+	0.9977	1.000
GCA_984579085.1	151331at5125	OZ477395.1	2047255	2048608	+	0.9977	1.000
GCA_984579085.1	151342at5125	OZ477397.1	1452882	1462666	-	0.9954	1.000
GCA_984579085.1	151350at5125	OZ477391.1	5553823	5554939	-	0.9776	1.000
GCA_984579085.1	151354at5125	OZ477391.1	2165851	2168000	-	0.9908	1.000
GCA_984579085.1	151360at5125	OZ477394.1	1869566	1870316	+	1.0	1.000
GCA_984579085.1	151371at5125	OZ477394.1	4314631	4315152	-	0.9935	1.000
GCA_984579085.1	151378at5125	OZ477391.1	2542192	2542652	+	1.0	1.000
GCA_984579085.1	151383at5125	OZ477395.1	1158005	1160422	+	0.9924	1.000
GCA_984579085.1	151413at5125	OZ477393.1	1178728	1181328	-	0.995	1.000
GCA_984579085.1	151417at5125	OZ477391.1	1311272	1312585	+	1.0	1.000
GCA_984579085.1	151424at5125	OZ477395.1	3794560	3795438	-	0.9752	1.000
GCA_984579085.1	151426at5125	OZ477395.1	1133466	1134710	-	0.9855	1.000
GCA_984579085.1	151438at5125	OZ477391.1	5567422	5568281	-	0.9932	1.000
GCA_984579085.1	151448at5125	OZ477391.1	1431972	1433447	+	0.9934	1.000
GCA_984579085.1	151449at5125	OZ477393.1	2299243	2301063	-	0.9785	1.000
GCA_984579085.1	151457at5125	OZ477391.1	2482749	2487398	-	0.9953	1.000
GCA_984579085.1	151470at5125	OZ477394.1	3176319	3176872	+	0.9821	1.000
GCA_984579085.1	151471at5125	OZ477394.1	56472	59324	+	0.9989	1.000
GCA_984579085.1	151483at5125	OZ477396.1	2148263	2150186	+	0.9983	1.000
GCA_984579085.1	151512at5125	OZ477393.1	4151155	4154421	+	0.9981	1.000
GCA_984579085.1	151520at5125	OZ477396.1	1193162	1195915	+	0.9956	1.000
GCA_984579085.1	151526at5125	OZ477396.1	1020318	1026705	+	0.9975	1.000
GCA_984579085.1	151536at5125	OZ477392.1	2309231	2310085	+	0.9824	1.000
GCA_984579085.1	151538at5125	OZ477393.1	2830854	2832064	-	1.0	1.000
GCA_984579085.1	151541at5125	OZ477393.1	1811036	1812445	+	0.9915	1.000
GCA_984579085.1	151570at5125	OZ477392.1	4080489	4080893	-	1.0	1.000
GCA_984579085.1	151573at5125	OZ477395.1	3647334	3648832	-	0.9979	1.000
GCA_984579085.1	151574at5125	OZ477393.1	966563	967562	-	1.0	1.000
GCA_984579085.1	151581at5125	OZ477394.1	1531128	1531737	-	0.9892	1.000
GCA_984579085.1	151582at5125	OZ477391.1	4791492	4792313	-	0.9908	1.000
GCA_984579085.1	151611at5125	OZ477395.1	2267488	2269707	-	0.9959	1.000
GCA_984579085.1	151617at5125	OZ477395.1	1719784	1720339	+	1.0	1.000
GCA_984579085.1	151627at5125	OZ477396.1	2694297	2697218	-	0.9904	1.000
GCA_984579085.1	151655at5125	OZ477391.1	4305999	4306467	+	1.0	1.000
GCA_984579085.1	151656at5125	OZ477392.1	999919	1000710	-	0.9924	1.000
GCA_984579085.1	151663at5125	OZ477395.1	859587	861861	+	0.9838	1.000
GCA_984579085.1	151672at5125	OZ477393.1	3203794	3204834	-	0.9942	1.000
GCA_984579085.1	151680at5125	OZ477391.1	5265655	5266185	-	0.993	1.000
GCA_984579085.1	151697at5125	OZ477392.1	2801861	2804638	-	0.9983	1.000
GCA_984579085.1	151699at5125	OZ477395.1	1625853	1626371	+	0.9924	1.000
GCA_984579085.1	151701at5125	OZ477391.1	2757851	2758845	+	0.998	1.000
GCA_984579085.1	151703at5125	OZ477396.1	1197175	1199028	-	0.9948	1.000
GCA_984579085.1	151704at5125	OZ477393.1	3939991	3941523	+	1.0	1.000
GCA_984579085.1	151705at5125	OZ477394.1	3509594	3517177	+	0.9986	1.000
GCA_984579085.1	151716at5125	OZ477393.1	1230812	1231167	+	1.0	1.000
GCA_984579085.1	151725at5125	OZ477392.1	3199630	3201624	-	0.994	1.000
GCA_984579085.1	151756at5125	OZ477392.1	3729090	3731058	-	0.992	1.000
GCA_984579085.1	151764at5125	OZ477395.1	2134008	2134860	-	0.9955	1.000
GCA_984579085.1	151769at5125	OZ477396.1	1671871	1672816	-	0.9932	1.000
GCA_984579085.1	151779at5125	OZ477391.1	2498328	2499326	+	0.9966	1.000
GCA_984579085.1	151787at5125	OZ477392.1	3339150	3339694	+	0.9963	1.000
GCA_984579085.1	151789at5125	OZ477394.1	83755	84874	+	1.0	1.000
GCA_984579085.1	151794at5125	OZ477391.1	1294286	1297315	+	0.9946	1.000
GCA_984579085.1	151800at5125	OZ477392.1	1656747	1657345	+	1.0	1.000
GCA_984579085.1	151818at5125	OZ477396.1	1537330	1537840	-	1.0	1.000
GCA_984579085.1	151819at5125	OZ477394.1	3258837	3260757	+	0.9886	1.000
GCA_984579085.1	151837at5125	OZ477391.1	2915426	2917297	+	0.9975	1.000
GCA_984579085.1	151841at5125	OZ477393.1	3859210	3859623	-	1.0	1.000
GCA_984579085.1	151854at5125	OZ477391.1	936612	938445	+	1.0	1.000
GCA_984579085.1	151859at5125	OZ477392.1	3207782	3208354	+	0.9842	1.000
GCA_984579085.1	151867at5125	OZ477396.1	1230811	1232324	-	0.9893	1.000
GCA_984579085.1	151883at5125	OZ477391.1	4212682	4214565	-	0.9984	1.000
GCA_984579085.1	151886at5125	OZ477393.1	2982061	2982536	-	1.0	1.000
GCA_984579085.1	151896at5125	OZ477392.1	3424329	3426023	+	0.9943	1.000
GCA_984579085.1	151899at5125	OZ477395.1	941202	941929	-	0.99	1.000
GCA_984579085.1	151933at5125	OZ477391.1	2933780	2935059	+	0.9975	1.000
GCA_984579085.1	151946at5125	OZ477397.1	2647195	2648029	-	0.9962	1.000
GCA_984579085.1	151964at5125	OZ477391.1	3177529	3178369	+	0.9906	1.000
GCA_984579085.1	151998at5125	OZ477395.1	4251990	4253035	+	0.984	1.000
GCA_984579085.1	152000at5125	OZ477391.1	3391885	3393165	+	0.9883	1.000
GCA_984579085.1	152006at5125	OZ477395.1	1673201	1674385	+	0.9873	1.000
GCA_984579085.1	152012at5125	OZ477393.1	3450929	3452107	+	0.9949	1.000
GCA_984579085.1	152023at5125	OZ477392.1	3289016	3292173	-	0.9932	1.000
GCA_984579085.1	152034at5125	OZ477397.1	1808925	1810076	-	0.9896	1.000
GCA_984579085.1	152046at5125	OZ477397.1	1932148	1936782	+	0.9967	1.000
GCA_984579085.1	152057at5125	OZ477395.1	2144108	2145415	+	0.995	1.000
GCA_984579085.1	152071at5125	OZ477391.1	4001297	4002994	-	1.0	1.000
GCA_984579085.1	152081at5125	OZ477395.1	1194789	1198250	-	0.9775	1.000
GCA_984579085.1	152092at5125	OZ477397.1	1977155	1977702	+	1.0	1.000
GCA_984579085.1	152107at5125	OZ477391.1	2427659	2428666	+	1.0	1.000
GCA_984579085.1	152116at5125	OZ477397.1	1355775	1358461	-	0.9977	1.000
GCA_984579085.1	152125at5125	OZ477394.1	3865299	3867420	+	1.0	1.000
GCA_984579085.1	152161at5125	OZ477393.1	1633557	1634309	+	0.992	1.000
GCA_984579085.1	152172at5125	OZ477396.1	2382232	2384947	+	1.0	1.000
GCA_984579085.1	152179at5125	OZ477397.1	979110	980392	+	0.9959	1.000
GCA_984579085.1	152195at5125	OZ477394.1	1405309	1407761	-	0.9936	1.000
GCA_984579085.1	152196at5125	OZ477396.1	1269997	1270882	+	0.9962	1.000
GCA_984579085.1	152202at5125	OZ477393.1	1081406	1086033	+	0.9927	1.000
GCA_984579085.1	152211at5125	OZ477394.1	3090171	3091945	-	0.9948	1.000
GCA_984579085.1	152222at5125	OZ477394.1	2710815	2712161	-	1.0	1.000
GCA_984579085.1	152227at5125	OZ477394.1	708565	709904	-	0.9956	1.000
GCA_984579085.1	152242at5125	OZ477394.1	3621847	3625493	+	0.9913	1.000
GCA_984579085.1	152244at5125	OZ477394.1	2326439	2327203	-	1.0	1.000
GCA_984579085.1	152260at5125	OZ477393.1	2602481	2603365	+	0.9932	1.000
GCA_984579085.1	152261at5125	OZ477394.1	3212476	3214791	-	0.9894	1.000
GCA_984579085.1	152266at5125	OZ477393.1	1816785	1818518	-	0.9809	1.000
GCA_984579085.1	152289at5125	OZ477393.1	1813732	1815289	+	1.0	1.000
GCA_984579085.1	152322at5125	OZ477392.1	2985522	2987393	-	0.9964	1.000
GCA_984579085.1	152327at5125	OZ477392.1	3231742	3232945	+	0.9738	1.000
GCA_984579085.1	152343at5125	OZ477391.1	1993866	1994798	-	0.9871	1.000
GCA_984579085.1	152348at5125	OZ477397.1	2784420	2785292	-	0.9931	1.000
GCA_984579085.1	152349at5125	OZ477396.1	2103774	2104977	+	0.9922	1.000
GCA_984579085.1	152352at5125	OZ477393.1	1658910	1659863	+	0.9968	1.000
GCA_984579085.1	152373at5125	OZ477393.1	2756998	2759021	-	0.9893	1.000
GCA_984579085.1	152393at5125	OZ477391.1	3867633	3874647	+	0.9877	1.000
GCA_984579085.1	152397at5125	OZ477391.1	3682094	3682919	-	0.9957	1.000
GCA_984579085.1	152424at5125	OZ477391.1	2374939	2376985	-	0.9849	1.000
GCA_984579085.1	152436at5125	OZ477393.1	1469217	1470419	+	0.995	1.000
GCA_984579085.1	152438at5125	OZ477393.1	3170524	3171699	-	0.9949	1.000
GCA_984579085.1	152454at5125	OZ477395.1	1299181	1299729	-	1.0	1.000
GCA_984579085.1	152456at5125	OZ477398.1	880502	881677	-	0.9898	1.000
GCA_984579085.1	152467at5125	OZ477395.1	1990388	1991347	+	1.0	1.000
GCA_984579085.1	152523at5125	OZ477397.1	2565386	2566021	+	0.9905	1.000
GCA_984579085.1	152551at5125	OZ477397.1	1308947	1309332	-	1.0	1.000
GCA_984579085.1	152555at5125	OZ477391.1	3982028	3985185	+	0.984	1.000
GCA_984579085.1	152571at5125	OZ477395.1	3766910	3768871	+	0.9803	1.000
GCA_984579085.1	152589at5125	OZ477393.1	1255381	1258460	+	1.0	1.000
GCA_984579085.1	152595at5125	OZ477395.1	4212609	4215390	-	0.9964	1.000
GCA_984579085.1	152649at5125	OZ477395.1	1606107	1606985	-	1.0	1.000
GCA_984579085.1	152659at5125	OZ477392.1	1218112	1219499	+	0.9899	1.000
GCA_984579085.1	152690at5125	OZ477395.1	1973703	1974501	+	0.9913	1.000
GCA_984579085.1	15273at5125	OZ477395.1	4027045	4034151	+	0.9996	1.000
GCA_984579085.1	152758at5125	OZ477392.1	3819851	3821635	+	0.984	1.000
GCA_984579085.1	1531at5125	OZ477391.1	2951896	2952623	+	1.0	1.000
GCA_984579085.1	153258at5125	OZ477398.1	1957548	1960319	-	0.9989	1.000
GCA_984579085.1	154892at5125	OZ477396.1	1906043	1906375	-	0.9909	1.000
GCA_984579085.1	154938at5125	OZ477396.1	3153817	3154183	-	1.0	1.000
GCA_984579085.1	154949at5125	OZ477396.1	2734889	2735975	+	0.9907	1.000
GCA_984579085.1	155010at5125	OZ477395.1	1770141	1770415	+	1.0	1.000
GCA_984579085.1	155052at5125	OZ477393.1	2638776	2639260	-	0.9959	1.000
GCA_984579085.1	155071at5125	OZ477394.1	3605788	3607276	+	0.9847	1.000
